level,stage,english
3,second,circus
3,second,click
3,second,client
3,second,clinic
3,second,clip
3,second,clue
3,second,cocktail
3,second,coconut
3,second,collar
3,second,collection
3,second,college
3,second,colony
3,second,column
3,second,comfort
3,second,comma
3,second,command
3,second,commercial
3,second,committee
3,second,comparison
3,second,complaint
3,second,complex
3,second,concern
3,second,concert
3,second,conclusion
3,second,condition
3,second,cone
3,second,connection
3,second,consideration
3,second,constant
3,second,continent
3,second,contract
3,second,couch
3,second,coward
3,second,cradle
3,second,crash
3,second,crawl
3,second,creator
3,second,creature
3,second,credit
3,second,crew
3,second,cricket
3,second,criminal
3,second,crown
3,second,crutch
3,second,cupboard
3,second,current
3,second,cycle
3,second,dairy
3,second,dam
3,second,darling
3,second,dash
3,second,dealer
3,second,decade
3,second,deck
3,second,deed
3,second,definition
3,second,delivery
3,second,democracy
3,second,deposit
3,second,description
3,second,designer
3,second,detail
3,second,devil
3,second,dialogue
3,second,diet
3,second,dime
3,second,dip
3,second,dirt
3,second,disappointment
3,second,disc
3,third,disco
3,third,discotheque
3,third,discount
3,third,discovery
3,third,disease
3,third,disk
3,third,dislike
3,third,ditch
3,third,dive
3,third,dock
3,third,dodge
3,third,dose
3,third,drain
3,third,drip
3,third,drunk
3,third,due
3,third,dump
3,third,dust
3,third,earnings
3,third,echo
3,third,edition
3,third,editor
3,third,elbow
3,third,election
3,third,electricity
3,third,emergency
3,third,emperor
3,third,employee
3,third,employer
3,third,employment
3,third,engagement
3,third,engine
3,third,engineer
3,third,entry
3,third,envy
3,third,escape
3,third,evil
3,third,excellence
3,third,exchange
3,third,exhibition
3,third,existence
3,third,exit
3,third,expectation
3,third,expense
3,third,experiment
3,third,export
3,third,expression
3,third,extreme
3,third,fable
3,third,factor
3,third,faint
3,third,fairy
3,third,faith
3,third,fake
3,third,fan
3,third,fanatic
3,third,fancy
3,third,fare
3,third,fashion
3,third,fate
3,third,faucet
3,third,fax
3,third,feather
3,third,feature
3,third,file
3,third,firework
3,third,fist
3,third,flame
3,third,flavor
3,third,flea
3,third,flesh
3,third,float
3,third,flock
3,third,fold
3,third,folk
3,third,follower
3,third,forehead
3,third,fortune
3,third,fountain
3,third,freeze
3,third,friendship
3,third,fry
3,third,fund
3,third,fur
3,third,furniture
3,third,gallon
3,third,gamble
3,third,gang
3,third,gap
3,third,garlic
3,third,gas
3,third,gasoline
3,third,gesture
3,third,glance
3,third,glory
3,third,glow
3,third,gossip
3,third,governor
3,third,gown
3,third,grab
3,third,graduate
3,third,grain
3,third,gram
3,third,grasp
3,third,grasshopper
3,third,greenhouse
3,third,grin
3,third,grocery
3,third,guardian
3,third,guidance
3,third,gum
3,third,gym
3,third,gymnasium
3,third,hairdresser
3,third,hallway
3,third,handful
3,third,harbor
3,third,harm
3,third,harvest
3,third,hatch
3,third,hawk
3,third,hay
3,third,headline
3,third,headquarters
3,third,heap
3,third,heaven
3,third,heel
3,third,hell
3,third,helmet
3,third,hike
3,third,hint
3,third,historian
3,third,hive
3,third,hollow
3,third,hometown
3,third,honesty
3,third,honor
3,third,horn
3,third,horror
3,third,housekeeper
3,third,hug
3,third,humankind
3,third,hush
3,third,hut
3,third,ideal
3,third,identity
3,third,ignorance
3,third,image
3,third,imagination
3,third,import
3,third,individual
3,third,inferior
3,third,injury
3,third,inn
3,third,inspector
3,third,instruction
3,third,introduction
3,third,inventor
3,third,ivory
3,third,jail
3,third,jar
3,third,jaw
3,third,jelly
3,third,jet
3,third,jewel
3,third,jewelry
3,third,journal
3,third,journey
3,third,jungle
3,third,junk
3,third,justice
3,third,kangaroo
3,third,kettle
3,third,keyboard
3,third,kidney
3,third,kilogram
3,third,kilometer
3,third,kit
3,third,km
3,third,knight
3,third,knit
3,third,knob
3,third,knot
3,third,label
3,third,lace
3,third,ladder
3,third,laughter
3,third,laundry
3,third,lawn
3,third,leak
3,third,leap
3,third,leather
3,third,leisure
3,third,lens
3,third,liar
3,third,liberty
3,third,librarian
3,third,lifeboat
3,third,lifeguard
3,third,lifetime
3,third,lighthouse
3,third,limb
3,third,linen
3,third,lipstick
3,third,litter
3,third,liver
3,third,load
3,third,lobby
3,third,lobster
3,third,lollipop
3,third,lord
3,third,loudspeaker
3,third,luggage
3,third,lullaby
3,third,lung
3,third,magnet
3,third,maid
3,third,major
3,third,majority
3,third,mall
3,third,management
3,third,manager
3,third,mankind
3,third,manners
3,third,marble
3,third,March
3,third,math
3,third,mathematics
3,third,mayor
3,third,meadow
3,third,meanwhile
3,third,medal
3,third,media
3,third,medium
3,third,membership
3,third,mention
3,third,merchant
3,third,mess
3,third,microphone
3,third,microwave
3,third,might
3,third,mike
3,third,mill
3,third,millionaire
3,third,miner
3,third,minor
3,third,minority
3,third,miracle
3,third,misery
3,third,missile
3,third,mission
3,third,mist
3,third,mixture
3,third,mob
3,third,moisture
3,third,monk
3,third,mood
3,third,mop
3,third,moral
3,third,motel
3,third,motor
3,third,murder
3,third,muscle
3,third,mushroom
3,third,musical
3,third,mystery
3,third,nanny
3,third,nap
3,third,native
3,third,navy
3,third,necessity
3,third,necktie
3,third,neighborhood
3,third,nerve
3,third,network
3,third,nickname
3,third,noble
3,third,novelist
3,third,nun
3,third,oak
3,third,occasion
3,third,operator
3,third,opportunity
3,third,opposite
3,third,origin
3,third,original
3,third,orphan
3,third,outline
3,third,overcoat
3,third,ownership
3,third,pad
3,third,pail
3,third,pal
3,third,palace
3,third,pancake
3,third,panic
3,third,parade
3,third,paradise
3,third,parcel
3,third,passage
3,third,passion
3,third,passport
3,third,password
3,third,patience
3,third,pause
3,third,pavement
3,third,paw
3,third,pay
3,third,pea
3,third,peak
3,third,pearl
3,third,peel
3,third,peep
3,third,penny
3,third,performance
3,third,permission
3,third,permit
3,third,personality
3,third,pest
3,third,pickle
3,third,pill
3,third,pilot
3,third,pine
3,third,pint
3,third,pit
3,third,pity
3,third,plastic
3,third,plenty
3,third,plug
3,third,plum
3,third,plumber
3,third,pole
3,third,politician
3,third,politics
3,third,poll
3,third,pony
3,third,porcelain
3,third,portion
3,third,portrait
3,third,postage
3,third,poster
3,third,postponement
3,third,pottery
3,third,poverty
3,third,powder
3,third,prayer
3,third,preparation
3,third,pressure
3,third,priest
3,third,process
3,third,product
3,third,profit
3,third,program
3,third,proof
3,third,property
3,third,proposal
3,third,protection
3,third,pub
3,third,punch
3,third,quarrel
3,third,quote
3,third,radar
3,third,rag
3,third,raisin
3,third,rank
3,third,rate
3,third,ray
3,third,razor
3,third,reaction
3,third,receipt
3,third,receiver
3,third,recorder
3,third,regret
3,third,release
3,third,relief
3,third,religion
3,third,rent
3,third,repair
3,third,replacement
3,third,representative
3,third,republic
3,third,request
3,third,reserve
3,third,resource
3,third,response
3,third,responsibility
3,third,ribbon
3,third,riddle
3,third,risk
3,third,roar
3,third,roast
3,third,robber
3,third,robbery
3,third,robe
3,third,rocket
3,third,romantic
3,third,rot
3,third,rough
3,third,routine
3,third,rug
3,third,rumor
3,third,rust
3,third,sack
3,third,sake
3,third,saucer
3,third,sausage
3,third,saving
3,third,scale
3,third,scarecrow
3,third,scarf
3,third,scatter
3,third,schedule
3,third,scholar
3,third,scholarship
3,third,scoop
3,third,scout
3,third,scream
3,third,screw
3,third,scrub
3,third,seal
3,third,security
3,third,separation
3,third,sex
3,third,shade
3,third,shadow
3,third,shame
3,third,shampoo
3,third,shave
3,third,shepherd
3,third,shovel
3,third,sigh
3,third,signal
3,third,similarity
3,third,sin
3,third,sip
3,third,situation
3,third,skate
3,third,ski
3,third,skip
3,third,skyscraper
3,third,slave
3,third,sleeve
3,third,slice
3,third,slope
3,third,snap
3,third,sore
3,third,sorrow
3,third,spade
3,third,spaghetti
3,third,spice
3,third,spill
3,third,spin
3,third,spit
3,third,spite
3,third,splash
3,third,sprain
3,third,spray
3,third,sprinkle
3,third,spy
3,third,squeeze
3,third,stab
3,third,stadium
3,third,staff
3,third,stare
3,third,statue
3,third,steady
3,third,stepchild
3,third,stepfather
3,third,stepmother
3,third,stereo
3,third,sting
3,third,stir
3,third,stitch
3,third,stocking
3,third,stomach
3,third,stool
3,third,strategy
3,third,strength
3,third,strip
3,third,structure
3,third,studio
3,third,stuff
3,third,style
3,third,substance
3,third,suburb
3,third,suck
3,third,suicide
3,third,sum
3,third,summary
3,third,summit
3,third,superior
3,third,survey
3,third,survival
3,third,survivor
3,third,suspect
3,third,suspicion
3,third,sweat
3,third,swell
3,third,switch
3,third,sword
3,third,system
3,third,tablet
3,third,tack
3,third,tag
3,third,tailor
3,third,tap
3,third,tax
3,third,tease
3,third,technique
3,third,technology
3,third,temper
3,third,temperature
3,third,territory
3,third,text
3,third,theory
3,third,thirst
3,third,thread
3,third,threat
3,third,tickle
3,third,tide
3,third,timber
3,third,tissue
3,third,tobacco
3,third,ton
3,third,tortoise
3,third,toss
3,third,tourism
3,third,tourist
3,third,tow
3,third,trace
3,third,trader
3,third,trail
3,third,transport
3,third,trash
3,third,traveler
3,third,tray
3,third,tremble
3,third,trend
3,third,tribe
3,third,troop
3,third,trunk
3,third,tub
3,third,tug
3,third,tulip
3,third,tumble
3,third,tummy
3,third,tune
3,third,tutor
3,third,twig
3,third,twin
3,third,twist
3,third,typewriter
3,third,union
3,third,unity
3,third,universe
3,third,upset
3,third,van
3,third,variety
3,third,vase
3,third,vehicle
3,third,verse
3,third,vest
3,third,vice-president
3,third,victim
3,third,violence
3,third,violet
3,third,vision
3,third,vitamin
3,third,volume
3,third,wag
3,third,wage
3,third,wages
3,third,wagon
3,third,wander
3,third,warmth
3,third,wax
3,third,wealth
3,third,weave
3,third,web
3,third,weed
3,third,weep
3,third,wheat
3,third,whip
3,third,whistle
3,third,willow
3,third,wink
3,third,wipe
3,third,wisdom
3,third,wrap
3,third,wrist
3,third,X-ray
3,third,yawn
3,third,yell
3,third,yolk
3,third,youngster
3,third,zipper
3,third,zone
4,first,absolute
4,first,abstract
4,first,academic
4,first,accidental
4,first,acid
4,first,adequate
4,first,admirable
4,first,aggressive
4,first,agreeable
4,first,alert
4,first,amateur
4,first,ambitious
4,first,annual
4,first,anxious
4,first,appropriate
4,first,artificial
4,first,artistic
4,first,ashamed
4,first,associate
4,first,athletic
4,first,atomic
4,first,audio
4,first,awkward
4,first,bald
4,first,bankrupt
4,first,broke
4,first,brutal
4,first,characteristic
4,first,circular
4,first,civilian
4,first,clumsy
4,first,coarse
4,first,comic
4,first,competitive
4,first,concrete
4,first,consequent
4,first,conservative
4,first,consistent
4,first,constructive
4,first,content
4,first,continual
4,first,continuous
4,first,contrary
4,first,conventional
4,first,cooperative
4,first,copper
4,first,counter
4,first,courageous
4,first,courteous
4,first,critical
4,first,cunning
4,first,damp
4,first,defensible
4,first,defensive
4,first,definite
4,first,delicate
4,first,delightful
4,first,dense
4,first,dependable
4,first,dependent
4,first,desperate
4,first,detective
4,first,digital
4,first,distinct
4,first,distinguished
4,first,divine
4,first,dominant
4,first,durable
4,first,dusty
4,first,dynamic
4,first,earnest
4,first,economic
4,first,economical
4,first,elastic
4,first,elegant
4,first,elementary
4,first,emotional
4,first,enormous
4,first,envious
4,first,essential
4,first,eventual
4,first,evident
4,first,experimental
4,first,explosive
4,first,facial
4,first,faithful
4,first,fantastic
4,first,fatal
4,first,favorable
4,first,fertile
4,first,fierce
4,first,financial
4,first,flexible
4,first,fluent
4,first,fortunate
4,first,fossil
4,first,fragrant
4,first,functional
4,first,fundamental
4,first,furious
4,first,genuine
4,first,gifted
4,first,gigantic
4,first,glorious
4,first,graceful
4,first,gracious
4,first,grammatical
4,first,grateful
4,first,grave
4,first,greasy
4,first,guilty
4,first,habitual
4,first,harsh
4,first,healthful
4,first,honorable
4,first,hopeful
4,first,identical
4,first,idle
4,first,ignorant
4,first,imaginable
4,first,imaginary
4,first,imaginative
4,first,influential
4,first,informative
4,first,initial
4,first,intellectual
4,first,intelligent
4,first,intense
4,first,intensive
4,first,intermediate
4,first,intimate
4,first,junior
4,first,keen
4,first,lawful
4,first,lean
4,first,learned
4,first,leisurely
4,first,literary
4,first,logical
4,first,lousy
4,first,loyal
4,first,lunar
4,first,luxurious
4,first,magnetic
4,first,magnificent
4,first,manual
4,first,maximum
4,first,mechanical
4,first,memorable
4,first,memorial
4,first,mere
4,first,messy
4,first,mild
4,first,minimum
4,first,miserable
4,first,moderate
4,first,modest
4,first,monthly
4,first,mountainous
4,first,muddy
4,first,multiple
4,first,mutual
4,first,mysterious
4,first,nearsighted
4,first,needy
4,first,nuclear
4,first,numerous
4,first,obedient
4,first,objective
4,first,occasional
4,first,offensive
4,first,oral
4,first,organic
4,first,outstanding
4,first,oval
4,first,overnight
4,first,partial
4,first,passive
4,first,peculiar
4,first,permanent
4,first,persuasive
4,first,pessimistic
4,first,philosophical
4,first,physical
4,first,plentiful
4,first,plural
4,first,poisonous
4,first,portable
4,first,precise
4,first,preferable
4,first,pregnant
4,first,prime
4,first,primitive
4,first,productive
4,first,professional
4,first,profitable
4,first,prominent
4,first,promising
4,first,prompt
4,first,prosperous
4,first,psychological
4,first,realistic
4,first,relative
4,first,reluctant
4,first,remarkable
4,first,respectable
4,first,respectful
4,first,revolutionary
4,first,rural
4,first,senior
4,first,severe
4,first,shameful
4,first,shortsighted
4,first,singular
4,first,slight
4,first,solar
4,first,sorrowful
4,first,spare
4,first,spicy
4,first,spiritual
4,first,splendid
4,first,stingy
4,first,submarine
4,first,suspicious
4,first,sympathetic
4,first,systematic
4,first,technological
4,first,tense
4,first,thorough
4,first,thoughtful
4,first,timid
4,first,tiresome
4,first,tolerable
4,first,tolerant
4,first,tough
4,first,tragic
4,first,tremendous
4,first,tribal
4,first,troublesome
4,first,unique
4,first,universal
4,first,urban
4,first,urgent
4,first,vain
4,first,vast
4,first,very
4,first,virgin
4,first,visual
4,first,vital
4,first,voluntary
4,first,weekly
4,first,yearly
4,first,youthful
4,first,abandon
4,first,absorb
4,first,access
4,first,accompany
4,first,accomplish
4,first,accuse
4,first,acquaint
4,first,acquire
4,first,adapt
4,first,adjust
4,first,alert
4,first,amuse
4,first,analyze
4,first,annoy
4,first,apologize
4,first,appoint
4,first,arch
4,first,arise
4,first,arouse
4,first,assemble
4,first,assign
4,first,associate
4,first,assume
4,first,assure
4,first,attach
4,first,await
4,first,backpack
4,first,bankrupt
4,first,bargain
4,first,blend
4,first,blink
4,first,bloom
4,first,blossom
4,first,blush
4,first,boast
4,first,bond
4,first,bounce
4,first,breed
4,first,broil
4,first,calculate
4,first,campaign
4,first,carve
4,first,catalog
4,first,catalogue
4,first,cease
4,first,cement
4,first,cherish
4,first,chirp
4,first,circulate
4,first,clarify
4,first,clash
4,first,classify
4,first,climax
4,first,code
4,first,collapse
4,first,comment
4,first,commit
4,first,complicate
4,first,compose
4,first,concentrate
4,first,concrete
4,first,confess
4,first,confine
4,first,congratulate
4,first,conquer
4,first,consist
4,first,constitute
4,first,construct
4,first,consult
4,first,consume
4,first,content
4,first,contest
4,first,contrast
4,first,contribute
4,first,converse
4,first,convey
4,first,convince
4,first,cooperate
4,first,cope
4,first,cork
4,first,correspond
4,first,counter
4,first,crack
4,first,cram
4,first,cripple
4,first,criticize
4,first,crush
4,first,cube
4,first,cue
4,first,curl
4,first,curse
4,first,curve
4,first,cushion
4,first,damn
4,first,damp
4,first,declare
4,first,decrease
4,first,defeat
4,first,defend
4,first,delight
4,first,demand
4,first,demonstrate
4,first,depart
4,first,depress
4,first,deserve
4,first,devise
4,first,devote
4,first,differ
4,first,digest
4,first,disadvantage
4,first,discipline
4,first,disconnect
4,first,discourage
4,first,disguise
4,first,disgust
4,first,dismiss
4,first,disorder
4,first,dispute
4,first,distinguish
4,first,distribute
4,first,disturb
4,first,divorce
4,first,dominate
4,first,download
4,first,doze
4,first,draft
4,first,dread
4,first,drift
4,first,drill
4,first,dye
4,first,eliminate
4,first,email
4,first,e-mail
4,first,embarrass
4,first,emerge
4,first,enclose
4,first,encounter
4,first,endanger
4,first,endure
4,first,enforce
4,first,enlarge
4,first,entertain
4,first,equip
4,first,establish
4,first,estimate
4,first,evaluate
4,first,evidence
4,first,exaggerate
4,first,exhaust
4,first,exhibit
4,second,expand
4,second,explore
4,second,expose
4,second,extend
4,second,feast
4,second,ferry
4,second,fetch
4,second,finance
4,second,flatter
4,second,flee
4,second,flunk
4,second,flush
4,second,foam
4,second,forbid
4,second,forecast
4,second,frame
4,second,frost
4,second,frown
4,second,fuel
4,second,fulfill
4,second,furnish
4,second,gaze
4,second,gear
4,second,giggle
4,second,glide
4,second,glimpse
4,second,grace
4,second,grieve
4,second,grind
4,second,guarantee
4,second,halt
4,second,harden
4,second,hasten
4,second,herd
4,second,honeymoon
4,second,hook
4,second,horrify
4,second,hose
4,second,host
4,second,identify
4,second,idle
4,second,illustrate
4,second,imitate
4,second,immigrate
4,second,impact
4,second,imply
4,second,industrialize
4,second,infect
4,second,initial
4,second,input
4,second,insert
4,second,inspire
4,second,install
4,second,instruct
4,second,insult
4,second,intend
4,second,intensify
4,second,interact
4,second,interfere
4,second,intermediate
4,second,interpret
4,second,invade
4,second,invest
4,second,involve
4,second,isolate
4,second,itch
4,second,knuckle
4,second,labor
4,second,lag
4,second,landscape
4,second,launch
4,second,lean
4,second,lecture
4,second,license
4,second,lighten
4,second,loan
4,second,manufacture
4,second,mislead
4,second,misunderstand
4,second,monitor
4,second,motivate
4,second,mow
4,second,murmur
4,second,neglect
4,second,negotiate
4,second,nevertheless
4,second,obtain
4,second,occupy
4,second,offend
4,second,oppose
4,second,orbit
4,second,overcome
4,second,overlook
4,second,overtake
4,second,overthrow
4,second,pace
4,second,parachute
4,second,pedal
4,second,peer
4,second,perfume
4,second,pioneer
4,second,pirate
4,second,plot
4,second,polish
4,second,portray
4,second,possess
4,second,predict
4,second,preserve
4,second,privilege
4,second,proceed
4,second,prompt
4,second,prosper
4,second,protest
4,second,publish
4,second,quake
4,second,quilt
4,second,rage
4,second,rebel
4,second,recall
4,second,recite
4,second,recycle
4,second,refer
4,second,reflect
4,second,reform
4,second,refresh
4,second,register
4,second,regulate
4,second,relieve
4,second,remark
4,second,remedy
4,second,rescue
4,second,research
4,second,resemble
4,second,resign
4,second,resolve
4,second,restore
4,second,retain
4,second,retire
4,second,retreat
4,second,revenge
4,second,revise
4,second,reward
4,second,rhyme
4,second,route
4,second,ruin
4,second,sacrifice
4,second,salary
4,second,scold
4,second,scratch
4,second,sculpture
4,second,shelter
4,second,shift
4,second,shrug
4,second,shuttle
4,second,site
4,second,sketch
4,second,sled
4,second,sledge
4,second,sleigh
4,second,slight
4,second,sneeze
4,second,sob
4,second,spare
4,second,spark
4,second,sparkle
4,second,spear
4,second,split
4,second,stem
4,second,strengthen
4,second,strive
4,second,stroke
4,second,summarize
4,second,surf
4,second,surrender
4,second,sway
4,second,tap
4,second,telegraph
4,second,tense
4,second,terrify
4,second,tolerate
4,second,transfer
4,second,transform
4,second,translate
4,second,triumph
4,second,twinkle
4,second,upload
4,second,urge
4,second,violate
4,second,volunteer
4,second,voyage
4,second,withdraw
4,second,witness
4,second,wreck
4,second,wrinkle
4,second,counter
4,second,elsewhere
4,second,furthermore
4,second,highly
4,second,largely
4,second,lately
4,second,leisurely
4,second,monthly
4,second,moreover
4,second,mostly
4,second,namely
4,second,nowadays
4,second,otherwise
4,second,overnight
4,second,roughly
4,second,scarcely
4,second,weekly
4,second,yearly
4,second,amid
4,second,amidst
4,second,concerning
4,second,despite
4,second,including
4,second,regarding
4,second,abdomen
4,second,accent
4,second,acceptance
4,second,access
4,second,accomplishment
4,second,accountant
4,second,accuracy
4,second,acid
4,second,acquaintance
4,second,acre
4,second,adjective
4,second,adjustment
4,second,admiration
4,second,admission
4,second,adverb
4,second,agency
4,second,agent
4,second,alcohol
4,second,alert
4,second,allowance
4,second,aluminum
4,second,amateur
4,second,amusement
4,second,analysis
4,second,ancestor
4,second,anniversary
4,second,anxiety
4,second,apology
4,second,appliance
4,second,applicant
4,second,application
4,second,appointment
4,second,appreciation
4,second,approval
4,second,arch
4,second,arms
4,second,article
4,second,aspect
4,second,aspirin
4,second,assembly
4,second,assignment
4,second,assistance
4,second,associate
4,second,association
4,second,assurance
4,second,atmosphere
4,second,atom
4,second,attachment
4,second,attraction
4,second,authority
4,second,autobiography
4,second,backpack
4,second,ballet
4,second,bankrupt
4,second,bargain
4,second,barrier
4,second,basin
4,second,battery
4,second,beak
4,second,beam
4,second,behavior
4,second,biography
4,second,biology
4,second,blade
4,second,blend
4,second,blessing
4,second,blink
4,second,bloom
4,second,blossom
4,second,blush
4,second,boast
4,second,bond
4,second,bounce
4,second,bra
4,second,bracelet
4,second,brassiere
4,second,breed
4,second,bridegroom
4,second,bulletin
4,second,cabinet
4,second,calculation
4,second,calculator
4,second,calorie
4,second,campaign
4,second,candidate
4,second,capacity
4,second,cape
4,second,capitalism
4,second,capitalist
4,second,career
4,second,cargo
4,second,carrier
4,second,catalog
4,second,catalogue
4,second,CD
4,second,cease
4,second,celebration
4,second,cement
4,second,chamber
4,second,championship
4,second,characteristic
4,second,charity
4,second,chemistry
4,second,chirp
4,second,chore
4,second,chorus
4,second,cigar
4,second,cinema
4,second,circulation
4,second,circumstance
4,second,civilian
4,second,civilization
4,second,clash
4,second,classification
4,second,cliff
4,second,climax
4,second,code
4,second,collapse
4,second,combination
4,second,comedy
4,second,comic
4,second,commander
4,second,comment
4,second,commerce
4,second,communication
4,second,community
4,second,compact disk
4,second,companion
4,second,competition
4,second,competitor
4,second,composer
4,second,composition
4,second,concentration
4,second,concept
4,second,concrete
4,second,conductor
4,second,conference
4,second,confidence
4,second,confusion
4,second,congress
4,second,conjunction
4,second,conscience
4,second,consequence
4,second,conservative
4,second,consonant
4,second,constitution
4,second,construction
4,second,consultant
4,second,consumer
4,second,container
4,second,content
4,second,contentment
4,second,contest
4,second,context
4,second,contrary
4,second,contrast
4,second,contribution
4,second,convenience
4,second,convention
4,second,cooperation
4,second,cooperative
4,second,copper
4,second,cord
4,second,cork
4,second,costume
4,second,cottage
4,second,council
4,second,counter
4,second,courtesy
4,second,crack
4,second,craft
4,second,creation
4,second,creativity
4,second,cripple
4,second,critic
4,second,criticism
4,second,cruelty
4,second,crush
4,second,cube
4,second,cucumber
4,second,cue
4,second,cunning
4,second,curiosity
4,second,curl
4,second,curse
4,second,curve
4,second,cushion
4,second,damn
4,second,damp
4,second,deadline
4,second,decoration
4,second,decrease
4,second,defeat
4,second,defense
4,second,delight
4,second,demand
4,second,demonstration
4,second,departure
4,second,dependent
4,second,depression
4,second,destruction
4,second,detective
4,second,determination
4,second,device
4,second,diaper
4,second,digest
4,second,digestion
4,second,dignity
4,second,diligence
4,second,diploma
4,second,diplomat
4,second,disadvantage
4,second,disaster
4,second,discipline
4,second,discouragement
4,second,disguise
4,second,disgust
4,second,disorder
4,second,dispute
4,second,distribution
4,second,district
4,second,divorce
4,second,doctor
4,second,dorm
4,second,doze
4,second,draft
4,second,dread
4,second,drift
4,second,drill
4,second,dye
4,second,dynasty
4,second,earnest
4,second,earphone
4,second,economics
4,second,economist
4,second,economy
4,second,efficiency
4,second,elastic
4,second,electrician
4,second,electronics
4,second,email
4,second,e-mail
4,second,embarrassment
4,second,embassy
4,second,emphasis
4,second,empire
4,second,encounter
4,second,enforcement
4,second,engineering
4,second,enlargement
4,second,entertainment
4,second,enthusiasm
4,second,equality
4,second,equipment
4,second,era
4,second,errand
4,second,escalator
4,second,essay
4,second,essential
4,second,establishment
4,second,estimate
4,second,evaluation
4,second,eve
4,second,evidence
4,second,examinee
4,second,examiner
4,second,exception
4,second,exhaust
4,second,exhibit
4,second,expansion
4,second,explanation
4,second,explosion
4,second,explosive
4,second,exposure
4,second,extent
4,second,facility
4,second,fame
4,second,fantasy
4,second,farewell
4,second,feast
4,second,ferry
4,third,fetch
4,third,fiction
4,third,finance
4,third,firecracker
4,third,fireplace
4,third,flunk
4,third,flush
4,third,foam
4,third,forecast
4,third,formation
4,third,formula
4,third,fort
4,third,fossil
4,third,foundation
4,third,founder
4,third,fragrance
4,third,frame
4,third,freeway
4,third,frequency
4,third,freshman
4,third,frost
4,third,frown
4,third,frustration
4,third,fuel
4,third,fulfillment
4,third,fundamental
4,third,funeral
4,third,gallery
4,third,gangster
4,third,gaze
4,third,gear
4,third,gene
4,third,generation
4,third,generosity
4,third,genius
4,third,germ
4,third,giggle
4,third,ginger
4,third,glide
4,third,glimpse
4,third,globe
4,third,goods
4,third,grace
4,third,graduation
4,third,grammar
4,third,grapefruit
4,third,gratitude
4,third,grave
4,third,greeting
4,third,grief
4,third,grind
4,third,groom
4,third,guarantee
4,third,guilt
4,third,gulf
4,third,gull
4,third,halt
4,third,handwriting
4,third,hardship
4,third,hardware
4,third,harmonica
4,third,harmony
4,third,haste
4,third,hatred
4,third,headphone
4,third,helicopter
4,third,herd
4,third,hesitation
4,third,homeland
4,third,honeymoon
4,third,hook
4,third,horizon
4,third,hose
4,third,hostel
4,third,household
4,third,housewife
4,third,housework
4,third,humanity
4,third,humidity
4,third,hurricane
4,third,hydrogen
4,third,iceberg
4,third,identification
4,third,idiom
4,third,idol
4,third,illustration
4,third,imitation
4,third,immigrant
4,third,immigration
4,third,impact
4,third,impression
4,third,incident
4,third,indication
4,third,infant
4,third,infection
4,third,inflation
4,third,information
4,third,ingredient
4,third,initial
4,third,innocence
4,third,input
4,third,insert
4,third,inspection
4,third,inspiration
4,third,instinct
4,third,instructor
4,third,insult
4,third,insurance
4,third,intellectual
4,third,intelligence
4,third,intensity
4,third,intention
4,third,interaction
4,third,intermediate
4,third,Internet
4,third,interruption
4,third,intimate
4,third,intonation
4,third,invasion
4,third,invention
4,third,investigation
4,third,investment
4,third,involvement
4,third,isolation
4,third,itch
4,third,jealousy
4,third,junior
4,third,knuckle
4,third,lab
4,third,labor
4,third,laboratory
4,third,lag
4,third,landmark
4,third,landscape
4,third,landslide
4,third,launch
4,third,lead
4,third,learning
4,third,lecture
4,third,lecturer
4,third,legend
4,third,license
4,third,limitation
4,third,liquor
4,third,literature
4,third,loan
4,third,location
4,third,locker
4,third,logic
4,third,lotion
4,third,loyalty
4,third,luxury
4,third,ma'am
4,third,machinery
4,third,madam
4,third,makeup
4,third,manual
4,third,manufacture
4,third,manufacturer
4,third,marathon
4,third,margin
4,third,maturity
4,third,maximum
4,third,measure
4,third,mechanic
4,third,memorial
4,third,mercy
4,third,merit
4,third,messenger
4,third,microscope
4,third,mineral
4,third,minimum
4,third,minister
4,third,ministry
4,third,mischief
4,third,misfortune
4,third,modesty
4,third,monitor
4,third,monthly
4,third,monument
4,third,motivation
4,third,mudslide
4,third,murderer
4,third,murmur
4,third,mustache
4,third,nationality
4,third,neglect
4,third,nightmare
4,third,nonsense
4,third,noun
4,third,nursery
4,third,nylon
4,third,obedience
4,third,objection
4,third,objective
4,third,observation
4,third,obstacle
4,third,occupation
4,third,offense
4,third,opera
4,third,operation
4,third,oral
4,third,orbit
4,third,orchestra
4,third,outcome
4,third,oval
4,third,oxygen
4,third,pace
4,third,panel
4,third,parachute
4,third,paragraph
4,third,participation
4,third,participle
4,third,partnership
4,third,pasta
4,third,pebble
4,third,pedal
4,third,peer
4,third,penalty
4,third,percent
4,third,percentage
4,third,perfection
4,third,perfume
4,third,persuasion
4,third,petal
4,third,phenomenon
4,third,philosopher
4,third,philosophy
4,third,photography
4,third,physician
4,third,physicist
4,third,physics
4,third,pianist
4,third,pickpocket
4,third,pioneer
4,third,pirate
4,third,plot
4,third,plural
4,third,polish
4,third,pollution
4,third,popularity
4,third,porter
4,third,possession
4,third,pregnancy
4,third,preposition
4,third,presentation
4,third,preservation
4,third,prevention
4,third,prime
4,third,privacy
4,third,privilege
4,third,procedure
4,third,production
4,third,profession
4,third,professional
4,third,professor
4,third,promotion
4,third,prompt
